Make,Model,Year,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(KMPL),Engine(CC),Power(BHP),Seats,Price(Lakhs)
Maruti,Swift,2016,Mumbai,9107,Petrol,Manual,First,20.0,1197.0,81.0,5.0,5.15
Mercedes-Benz,New,2015,Kochi,63983,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,16.56
Mercedes-Benz,A,2015,Pune,11000,Petrol,Automatic,First,15.0,1595.0,120.0,5.0,16.0
Maruti,Swift,2017,Coimbatore,24852,Diesel,Automatic,First,26.0,1248.0,74.0,5.0,8.08
Hyundai,Grand,2014,Pune,37632,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,4.5
Nissan,Sunny,2013,Chennai,55000,Petrol,Manual,Second,16.0,1498.0,97.0,5.0,4.3
Maruti,A-Star,2010,Hyderabad,81448,Petrol,Manual,First,19.0,998.0,66.0,5.0,2.6
Renault,KWID,2018,Hyderabad,1900,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.45
Hyundai,Verna,2012,Coimbatore,54957,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,5.37
Maruti,Wagon,2008,Chennai,55000,Petrol,Manual,Second,18.0,1061.0,67.0,5.0,1.75
BMW,3,2013,Kolkata,21983,Diesel,Automatic,First,18.0,1995.0,184.0,5.0,16.5
BMW,5,2013,Delhi,76000,Diesel,Automatic,First,18.0,1995.0,177.0,5.0,19.0
Tata,Indigo,2016,Jaipur,65000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.8
Hyundai,i20,2015,Hyderabad,26000,Diesel,Manual,First,22.0,1396.0,88.0,5.0,6.2
Maruti,Omni,2019,Kochi,11571,Petrol,Manual,First,16.0,796.0,34.0,8.0,3.8
Maruti,Swift,2014,Hyderabad,81000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,6.1
Ford,Ecosport,2019,Coimbatore,23154,Diesel,Manual,First,23.0,1498.0,98.0,5.0,11.65
Honda,Brio,2014,Mumbai,26856,Petrol,Automatic,First,16.0,1198.0,86.0,5.0,4.15
Toyota,Innova,2017,Chennai,67489,Diesel,Manual,First,13.0,2393.0,147.0,7.0,16.5
Hyundai,i20,2010,Kolkata,18000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,2.25
Hyundai,Verna,2014,Ahmedabad,63003,Diesel,Manual,First,22.0,1582.0,126.0,5.0,6.75
Mahindra,XUV500,2014,Chennai,80000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,9.4
Volkswagen,Vento,2014,Coimbatore,56658,Diesel,Manual,First,20.0,1498.0,108.0,5.0,5.39
Maruti,Swift,2019,Kochi,18592,Diesel,Manual,First,26.0,1248.0,74.0,5.0,8.51
Tata,Manza,2010,Pune,75695,Petrol,Manual,First,13.0,1368.0,88.0,5.0,1.85
Maruti,Swift,2012,Kolkata,82000,Diesel,Manual,Second,22.0,1248.0,74.0,5.0,2.5
Volkswagen,Polo,2013,Chennai,60000,Diesel,Manual,First,22.0,1199.0,73.0,5.0,4.75
Hyundai,i20,2014,Bangalore,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
Honda,City,2012,Coimbatore,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33
Chevrolet,Beat,2014,Kochi,52398,Diesel,Manual,First,25.0,936.0,57.0,5.0,2.47
Chevrolet,Spark,2014,Kochi,36657,Petrol,Manual,First,16.0,995.0,62.0,5.0,3.3
Tata,New,2011,Delhi,77000,Diesel,Manual,Second,11.0,2179.0,138.0,7.0,3.5
Toyota,Fortuner,2013,Kochi,105072,Diesel,Manual,First,14.0,2755.0,174.0,7.0,13.28
BMW,X1,2012,Pune,80000,Petrol,Automatic,First,11.0,1995.0,150.0,5.0,9.5
Renault,Captur,2019,Kochi,3102,Diesel,Manual,First,20.0,1461.0,108.0,5.0,14.01
Hyundai,Xcent,2016,Coimbatore,14656,Diesel,Manual,First,24.0,1120.0,71.0,5.0,6.99
BMW,3,2010,Hyderabad,105000,Diesel,Automatic,Second,13.0,1995.0,170.0,5.0,11.0
BMW,5,2008,Hyderabad,61000,Petrol,Automatic,Second,10.0,2497.0,215.0,5.0,11.0
Nissan,Micra,2010,Pune,85046,Petrol,Manual,Second,18.0,1198.0,75.0,5.0,2.3
Jaguar,XF,2014,Delhi,48000,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,26.5
Jeep,Compass,2017,Mumbai,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,17.75
Honda,CR-V,2010,Delhi,94000,Petrol,Automatic,Second,10.0,2354.0,152.0,5.0,4.8
Maruti,Swift,2013,Coimbatore,61110,Petrol,Manual,First,18.0,1197.0,85.0,5.0,4.57
Hyundai,Xcent,2016,Chennai,80000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,3.5
Nissan,Terrano,2015,Kochi,43190,Diesel,Manual,First,19.0,1461.0,108.0,5.0,7.61
Audi,A4,2015,Hyderabad,45000,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,25.0
Hyundai,Grand,2016,Coimbatore,44178,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.88
Toyota,Innova,2015,Hyderabad,84415,Diesel,Manual,First,12.0,2494.0,100.0,8.0,13.5
Hyundai,i20,2015,Kolkata,35000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,4.6
Ford,EcoSport,2013,Kolkata,44000,Diesel,Manual,First,22.0,1498.0,98.0,5.0,4.9
Honda,City,2012,Hyderabad,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
Ford,EcoSport,2018,Coimbatore,18385,Petrol,Automatic,First,14.0,1497.0,121.0,5.0,12.41
Volkswagen,Polo,2014,Kolkata,35000,Diesel,Manual,First,22.0,1199.0,73.0,5.0,3.8
Mercedes-Benz,New,2010,Mumbai,49000,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,8.95
Ford,Ecosport,2013,Hyderabad,69000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,7.2
Tata,Indigo,2017,Hyderabad,23228,Petrol,Manual,First,14.0,1396.0,65.0,5.0,4.5
Maruti,Swift,2014,Delhi,68462,Diesel,Manual,First,26.0,1248.0,74.0,5.0,4.15
Maruti,S-Cross,2016,Coimbatore,74611,Diesel,Manual,First,25.0,1248.0,88.0,5.0,7.94
Renault,Duster,2014,Pune,90000,Diesel,Manual,First,19.0,1461.0,108.0,5.0,7.25
Maruti,Wagon,2016,Delhi,22000,Petrol,Manual,First,18.0,998.0,67.0,5.0,3.7
Chevrolet,Beat,2011,Chennai,109500,Diesel,Manual,Third,25.0,936.0,57.0,5.0,1.5
Mahindra,XUV500,2017,Delhi,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,12.0
Hyundai,i10,2012,Delhi,51000,Petrol,Manual,Second,19.0,1086.0,68.0,5.0,2.2
Tata,New,2007,Hyderabad,103000,Diesel,Manual,First,13.0,2179.0,138.0,7.0,3.6
Hyundai,i10,2009,Kolkata,43002,Petrol,Manual,First,20.0,1197.0,78.0,5.0,1.92
Toyota,Innova,2016,Bangalore,108000,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,20.5
Skoda,Laura,2010,Jaipur,82407,Diesel,Manual,First,17.0,1896.0,106.0,5.0,4.25
Hyundai,Grand,2013,Kolkata,29000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,3.2
Maruti,Swift,2014,Kolkata,45000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,3.85
Hyundai,i20,2010,Kochi,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.48
Ford,Figo,2017,Hyderabad,95802,Diesel,Manual,Second,25.0,1498.0,99.0,5.0,4.55
Maruti,Ertiga,2016,Pune,130000,Diesel,Manual,First,25.0,1248.0,88.0,7.0,7.0
Maruti,Ertiga,2013,Ahmedabad,67443,Diesel,Manual,First,20.0,1248.0,88.0,7.0,5.75
Honda,City,2016,Kochi,47681,Petrol,Automatic,First,16.0,1497.0,116.0,5.0,8.73
Maruti,Alto,2009,Hyderabad,35000,Petrol,Manual,First,19.0,796.0,46.0,5.0,1.7
Maruti,Vitara,2019,Kochi,34688,Diesel,Manual,First,24.0,1248.0,88.0,5.0,10.49
Maruti,Swift,2016,Pune,58000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,7.55
Tata,Zest,2014,Mumbai,40000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,3.95
Hyundai,i20,2010,Bangalore,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,3.25
Skoda,Fabia,2009,Mumbai,86000,Diesel,Manual,First,19.0,1422.0,70.0,5.0,2.75
Toyota,Corolla,2015,Kolkata,45000,Diesel,Manual,First,21.0,1364.0,87.0,5.0,7.35
Volkswagen,Ameo,2017,Ahmedabad,55000,Petrol,Manual,First,17.0,1198.0,73.0,5.0,4.7
Hyundai,Creta,2016,Kochi,36855,Petrol,Manual,Second,15.0,1591.0,121.0,5.0,8.77
Hyundai,i10,2013,Kochi,46821,Petrol,Manual,First,20.0,1197.0,78.0,5.0,3.42
Chevrolet,Beat,2015,Kolkata,120000,Petrol,Manual,First,18.0,1199.0,76.0,5.0,2.5
Nissan,Terrano,2014,Mumbai,40000,Petrol,Manual,First,13.0,1598.0,102.0,5.0,5.25
Audi,Q3,2013,Delhi,60000,Diesel,Automatic,Second,15.0,1968.0,174.0,5.0,14.5
Hyundai,i10,2011,Mumbai,64984,Petrol,Automatic,First,16.0,1197.0,78.0,5.0,3.45
Maruti,Alto,2015,Pune,73204,Petrol,Automatic,First,24.0,998.0,67.0,5.0,3.3
Maruti,Vitara,2017,Kolkata,35000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,6.5
Hyundai,EON,2013,Hyderabad,17729,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.65
Mahindra,XUV300,2012,Chennai,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7.25
Hyundai,Verna,2014,Kochi,89614,Diesel,Manual,First,22.0,1582.0,126.0,5.0,6.01
Maruti,Wagon,2015,Kolkata,14000,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.8
Hyundai,i20,2012,Chennai,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0
Honda,City,2014,Delhi,62505,Petrol,Manual,First,17.0,1497.0,117.0,5.0,5.95
Hyundai,Verna,2012,Pune,94900,Diesel,Manual,First,16.0,1493.0,110.0,5.0,5.35
Tata,Hexa,2017,Delhi,55000,Diesel,Manual,First,17.0,2179.0,153.0,7.0,12.0
Maruti,Wagon,2008,Coimbatore,53934,Petrol,Manual,Second,18.0,998.0,67.0,5.0,2.69
BMW,5,2013,Bangalore,58500,Diesel,Automatic,Second,17.0,1995.0,218.0,5.0,27.5
Honda,Amaze,2014,Kolkata,48000,Petrol,Manual,First,18.0,1198.0,86.0,5.0,2.75
Maruti,Alto,2016,Mumbai,24000,Petrol,Manual,First,24.0,796.0,47.0,5.0,2.8
Hyundai,Verna,2016,Mumbai,52001,Petrol,Manual,First,17.0,1591.0,121.0,5.0,6.45
Tata,Tiago,2018,Coimbatore,9565,Petrol,Manual,First,23.0,1199.0,84.0,5.0,5.88
Maruti,Swift,2013,Pune,32953,Petrol,Manual,First,18.0,1197.0,85.0,5.0,4.65
Hyundai,EON,2014,Jaipur,18000,Petrol,Manual,First,21.0,814.0,55.0,5.0,2.5
Mercedes-Benz,E-Class,2018,Kochi,20446,Petrol,Automatic,First,12.0,1950.0,191.0,5.0,51.35
Hyundai,i20,2016,Hyderabad,33016,Diesel,Manual,First,22.0,1396.0,88.0,5.0,6.85
Toyota,Etios,2012,Chennai,48000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,5.25
Toyota,Corolla,2014,Coimbatore,72022,Diesel,Manual,First,21.0,1364.0,87.0,5.0,9.23
Mini,Cooper,2014,Ahmedabad,34000,Diesel,Automatic,First,20.0,1496.0,113.0,5.0,22.0
Volkswagen,Polo,2014,Hyderabad,69000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,5.19
Skoda,Superb,2009,Pune,108000,Petrol,Automatic,First,13.0,1798.0,157.0,5.0,4.35
Mercedes-Benz,E-Class,2013,Hyderabad,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,24.5
Maruti,Swift,2015,Pune,79000,Diesel,Manual,First,17.0,1248.0,75.0,5.0,5.75
Honda,City,2016,Kochi,58197,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,9.19
Hyundai,i10,2009,Bangalore,60000,Petrol,Automatic,First,19.0,1197.0,80.0,5.0,2.99
Maruti,Swift,2014,Kolkata,57000,Diesel,Manual,First,26.0,1248.0,74.0,5.0,3.89
Honda,City,2018,Coimbatore,45555,Diesel,Manual,First,26.0,1498.0,98.0,5.0,11.73
Maruti,Omni,2016,Coimbatore,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,3.11
Skoda,Superb,2014,Jaipur,93325,Diesel,Manual,Second,17.0,1968.0,138.0,5.0,14.45
Maruti,Ertiga,2018,Ahmedabad,38000,Diesel,Manual,First,24.0,1248.0,88.0,7.0,8.7
Hyundai,Grand,2016,Kochi,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.04
Mercedes-Benz,New,2014,Delhi,64000,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,15.65
Fiat,Avventura,2015,Mumbai,32000,Diesel,Manual,First,20.0,1248.0,91.0,5.0,5.65
Mercedes-Benz,E-Class,2010,Bangalore,83000,Petrol,Automatic,First,10.0,2497.0,204.0,5.0,16.5
Maruti,Zen,2011,Ahmedabad,76000,CNG,Manual,First,26.0,998.0,67.0,5.0,2.0
Volkswagen,Vento,2012,Pune,67200,Petrol,Manual,First,15.0,1598.0,103.0,5.0,3.9
BMW,3,2013,Jaipur,62655,Diesel,Automatic,First,18.0,1995.0,184.0,5.0,14.5
Hyundai,Grand,2017,Delhi,8471,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.0
Toyota,Innova,2016,Hyderabad,69000,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,19.75
Renault,Duster,2017,Coimbatore,30090,Diesel,Automatic,First,19.0,1461.0,108.0,5.0,11.44
Tata,Indica,2011,Chennai,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.75
Maruti,Swift,2013,Bangalore,23000,Diesel,Manual,First,17.0,1248.0,97.0,5.0,5.6
Mercedes-Benz,E-Class,2016,Kochi,35939,Petrol,Manual,First,12.0,1796.0,185.0,5.0,30.42
Mahindra,XUV500,2013,Coimbatore,116694,Diesel,Manual,First,15.0,2179.0,140.0,7.0,9.57
Mahindra,Bolero,2016,Mumbai,40448,Diesel,Manual,First,15.0,2523.0,62.0,7.0,3.5
Maruti,Vitara,2018,Coimbatore,64456,Diesel,Manual,First,24.0,1248.0,88.0,5.0,10.46
Fiat,Avventura,2014,Pune,52782,Diesel,Manual,First,20.0,1248.0,91.0,5.0,4.85
Honda,Amaze,2016,Kochi,51672,Petrol,Manual,First,19.0,1199.0,88.0,5.0,5.68
Skoda,Superb,2015,Mumbai,56073,Petrol,Automatic,First,13.0,1798.0,157.0,5.0,13.25
Maruti,Wagon,2013,Chennai,79000,Petrol,Manual,First,18.0,998.0,67.0,5.0,3.0
Hyundai,Santro,2007,Kolkata,43206,Petrol,Manual,First,17.0,1086.0,97.0,5.0,0.99
Toyota,Corolla,2010,Mumbai,70200,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,5.0
Maruti,Swift,2016,Delhi,42000,Petrol,Manual,First,16.0,1197.0,85.0,5.0,4.75
Volkswagen,Polo,2014,Bangalore,62000,Petrol,Manual,First,16.0,1198.0,74.0,5.0,5.35
Hyundai,Grand,2017,Hyderabad,20000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.98
Maruti,SX4,2011,Chennai,80000,Diesel,Manual,Third,21.0,1248.0,88.0,5.0,3.5
Hyundai,Grand,2018,Kochi,50234,Petrol,Manual,First,18.0,1197.0,81.0,5.0,4.77
Maruti,Baleno,2016,Delhi,50003,Petrol,Manual,First,21.0,1197.0,83.0,5.0,5.45
Tata,Tigor,2018,Ahmedabad,1000,Petrol,Automatic,First,20.0,1199.0,84.0,5.0,6.85
Maruti,Swift,2016,Jaipur,54897,Diesel,Automatic,First,26.0,1248.0,74.0,5.0,7.3
Tata,Indica,2007,Pune,108995,Petrol,Manual,First,15.0,1193.0,65.0,5.0,1.25
Maruti,SX4,2015,Chennai,73000,Diesel,Manual,First,22.0,1598.0,118.0,5.0,8.25
Maruti,Swift,2008,Ahmedabad,65000,Petrol,Manual,First,16.0,1298.0,88.0,5.0,2.71
Hyundai,Xcent,2016,Kolkata,32000,Petrol,Manual,First,19.0,1197.0,82.0,5.0,3.6
Hyundai,i20,2010,Ahmedabad,65000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,3.0
Maruti,Celerio,2016,Hyderabad,21600,Petrol,Automatic,First,23.0,998.0,67.0,5.0,4.65
Mercedes-Benz,New,2010,Mumbai,39000,Diesel,Automatic,First,14.0,2143.0,170.0,5.0,9.5
Maruti,Swift,2011,Mumbai,58075,Petrol,Manual,First,17.0,1298.0,85.0,5.0,2.95
Volkswagen,Vento,2011,Mumbai,58000,Petrol,Manual,First,15.0,1598.0,103.0,5.0,3.0
Maruti,Swift,2015,Hyderabad,58000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,5.95
Toyota,Corolla,2008,Delhi,89000,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,4.0
Honda,Civic,2008,Delhi,72000,Petrol,Manual,First,13.0,1799.0,130.0,5.0,2.5
Ford,EcoSport,2017,Kolkata,1800,Petrol,Automatic,First,16.0,1499.0,110.0,5.0,11.37
Hyundai,i10,2013,Jaipur,46230,Petrol,Manual,First,19.0,1086.0,68.0,5.0,3.1
Volvo,XC60,2014,Kochi,86925,Diesel,Automatic,First,11.0,2400.0,215.0,5.0,17.18
Hyundai,i20,2018,Jaipur,5000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.5
Honda,City,2014,Ahmedabad,66000,Diesel,Manual,First,26.0,1498.0,98.0,5.0,5.7
Toyota,Innova,2013,Ahmedabad,119000,Diesel,Manual,First,12.0,2494.0,100.0,8.0,8.0
Renault,KWID,2016,Chennai,45000,Petrol,Manual,First,25.0,799.0,53.0,5.0,2.6
Maruti,A-Star,2009,Hyderabad,66149,Petrol,Manual,First,19.0,998.0,66.0,5.0,2.45
Mercedes-Benz,B,2014,Kochi,42070,Petrol,Automatic,First,14.0,1595.0,120.0,5.0,11.57
Maruti,Wagon,2012,Kolkata,35503,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.3
Maruti,Swift,2016,Jaipur,41460,Diesel,Manual,First,25.0,1248.0,74.0,5.0,5.9
Hyundai,Verna,2015,Mumbai,40600,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,7.2
Hyundai,Verna,2013,Ahmedabad,87000,Diesel,Automatic,First,22.0,1582.0,126.0,5.0,5.9
Honda,City,2014,Chennai,30000,Petrol,Manual,Second,16.0,1497.0,116.0,5.0,6.0
Hyundai,i10,2010,Kolkata,27089,Petrol,Manual,First,16.0,1086.0,66.0,5.0,1.95
Toyota,Etios,2016,Coimbatore,53702,Diesel,Manual,First,23.0,1364.0,67.0,5.0,6.55
Ford,Figo,2012,Kolkata,36542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.65
BMW,3,2012,Chennai,65000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,14.0
Maruti,Alto,2014,Pune,32000,Petrol,Manual,Second,22.0,796.0,47.0,5.0,2.1
Toyota,Innova,2017,Hyderabad,24393,Diesel,Manual,First,13.0,2393.0,147.0,7.0,20.4
Volkswagen,Polo,2019,Hyderabad,1000,Petrol,Manual,First,18.0,999.0,75.0,5.0,5.68
Nissan,Terrano,2014,Mumbai,28238,Petrol,Manual,First,13.0,1598.0,102.0,5.0,5.55
Mitsubishi,Pajero,2013,Mumbai,59000,Diesel,Manual,First,13.0,2477.0,175.0,7.0,12.75
Honda,Civic,2012,Mumbai,92000,Petrol,Manual,Second,14.0,1799.0,130.0,5.0,3.35
Maruti,Alto,2013,Kolkata,56840,Petrol,Manual,First,22.0,796.0,47.0,5.0,1.55
Volkswagen,Vento,2013,Coimbatore,62746,Diesel,Manual,Second,20.0,1598.0,103.0,5.0,5.9
Land,Rover,2012,Hyderabad,96000,Diesel,Automatic,First,12.0,2179.0,187.0,5.0,18.98
Honda,CR-V,2014,Mumbai,24000,Petrol,Manual,First,13.0,1997.0,153.0,5.0,11.51
Maruti,Ertiga,2016,Mumbai,54000,Diesel,Manual,First,20.0,1248.0,88.0,7.0,7.75
Toyota,Innova,2016,Chennai,90000,Diesel,Manual,First,12.0,2494.0,100.0,7.0,13.9
Tata,Manza,2010,Kolkata,40000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.35
Hyundai,Verna,2017,Mumbai,16100,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,11.6
Volkswagen,Vento,2017,Hyderabad,3600,Diesel,Automatic,First,21.0,1498.0,108.0,5.0,12.25
Honda,City,2011,Jaipur,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.8
Ford,Figo,2014,Mumbai,54000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.25
Honda,Jazz,2016,Mumbai,15399,Petrol,Manual,First,18.0,1199.0,88.0,5.0,6.4
Volkswagen,Polo,2012,Bangalore,75000,Petrol,Manual,Second,16.0,1198.0,73.0,5.0,3.95
Honda,City,2010,Delhi,76752,Petrol,Manual,First,17.0,1497.0,117.0,5.0,3.57
Honda,City,2005,Mumbai,56000,Petrol,Manual,Second,17.0,1497.0,78.0,5.0,1.25
Maruti,Wagon,2015,Pune,70000,CNG,Manual,First,26.0,998.0,58.0,5.0,3.65
Honda,CR-V,2013,Kolkata,46125,Petrol,Automatic,Second,12.0,2354.0,187.0,5.0,12.5
BMW,5,2014,Ahmedabad,35000,Diesel,Automatic,Second,18.0,1995.0,190.0,5.0,23.0
Ambassador,Classic,2003,Chennai,80000,Diesel,Manual,Third,12.0,1489.0,35.0,5.0,1.35
Mahindra,Scorpio,2012,Coimbatore,62729,Diesel,Manual,First,12.0,2179.0,120.0,8.0,6.32
Volkswagen,Vento,2012,Kolkata,34000,Diesel,Manual,First,20.0,1598.0,103.0,5.0,3.4
Maruti,Zen,1999,Jaipur,70000,Petrol,Manual,Second,17.0,993.0,60.0,5.0,0.77
Maruti,800,2009,Jaipur,32000,Petrol,Manual,First,16.0,796.0,37.0,4.0,0.9
Toyota,Corolla,2017,Delhi,21000,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,18.0
Ford,Ikon,2007,Chennai,40000,Petrol,Manual,Third,13.0,1299.0,70.0,5.0,1.1
Chevrolet,Beat,2012,Pune,78000,Petrol,Manual,Second,18.0,1199.0,79.0,5.0,2.0
Toyota,Corolla,2012,Ahmedabad,52000,Diesel,Manual,First,21.0,1364.0,86.0,5.0,6.5
Mahindra,XUV500,2014,Bangalore,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.45
Mercedes-Benz,E-Class,2017,Kochi,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,32.25
Hyundai,i10,2009,Pune,62500,Petrol,Manual,First,20.0,1197.0,78.0,5.0,2.1
Toyota,Corolla,2015,Mumbai,68000,Petrol,Automatic,Second,14.0,1798.0,138.0,5.0,9.75
Toyota,Corolla,2014,Kolkata,40748,Petrol,Manual,First,14.0,1798.0,138.0,5.0,6.3
Audi,Q3,2013,Hyderabad,60000,Diesel,Automatic,First,17.0,1968.0,184.0,5.0,21.0
Hyundai,i20,2014,Mumbai,12400,Diesel,Manual,First,21.0,1396.0,88.0,5.0,4.65
Mercedes-Benz,New,2013,Mumbai,87000,Diesel,Automatic,Second,19.0,2143.0,167.0,5.0,17.0
Maruti,Ritz,2013,Pune,20248,Diesel,Manual,First,21.0,1248.0,73.0,5.0,4.35
Hyundai,Creta,2017,Coimbatore,52383,Diesel,Manual,First,19.0,1582.0,126.0,5.0,14.82
Jaguar,XE,2018,Delhi,1000,Diesel,Automatic,First,13.0,1999.0,177.0,5.0,40.0
Mahindra,Xylo,2016,Chennai,85000,Diesel,Manual,First,14.0,2489.0,93.0,7.0,6.15
Toyota,Innova,2014,Ahmedabad,47000,Diesel,Manual,First,12.0,2494.0,100.0,7.0,11.25
Toyota,Camry,2018,Pune,17585,Petrol,Automatic,First,19.0,2494.0,157.0,5.0,32.0
Maruti,Swift,2014,Chennai,54000,Petrol,Manual,Second,16.0,1197.0,85.0,5.0,4.5
Hyundai,i10,2015,Kochi,16900,Petrol,Manual,First,20.0,1197.0,78.0,5.0,3.87
Hyundai,i10,2013,Delhi,62334,Petrol,Manual,First,20.0,1197.0,78.0,5.0,2.75
Maruti,Baleno,2018,Kochi,23714,Petrol,Manual,First,21.0,1197.0,83.0,5.0,6.57
Hyundai,Accent,2010,Jaipur,52325,Petrol,Manual,First,16.0,1495.0,93.0,5.0,2.0
Honda,Brio,2012,Ahmedabad,50000,Petrol,Manual,First,19.0,1198.0,86.0,5.0,3.65
Maruti,Swift,2016,Hyderabad,55746,Diesel,Manual,First,22.0,1248.0,74.0,5.0,6.95
Hyundai,Xcent,2014,Bangalore,54000,Petrol,Manual,First,20.0,1197.0,81.0,5.0,5.5
Mahindra,XUV500,2013,Kolkata,43000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.0
Mercedes-Benz,E-Class,2014,Delhi,40000,Diesel,Automatic,First,13.0,2143.0,201.0,5.0,24.0
Mercedes-Benz,New,2016,Bangalore,51944,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,32.5
Hyundai,i20,2015,Kochi,46950,Diesel,Manual,First,21.0,1396.0,88.0,5.0,6.45
Skoda,Octavia,2015,Mumbai,23000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,15.75
Honda,City,2014,Mumbai,54546,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
Audi,Q3,2013,Kolkata,45000,Diesel,Automatic,First,17.0,1968.0,184.0,5.0,15.25
Maruti,Alto,2012,Hyderabad,46004,Petrol,Manual,First,20.0,998.0,67.0,5.0,2.4
Tata,Indigo,2011,Chennai,124000,Diesel,Manual,First,23.0,1396.0,69.0,5.0,2.3
Audi,A4,2014,Kochi,77395,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,14.35
Honda,City,2018,Kochi,22974,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,11.97
Toyota,Fortuner,2015,Ahmedabad,65012,Diesel,Manual,First,14.0,2755.0,174.0,7.0,18.9
Hyundai,Grand,2017,Ahmedabad,17125,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.4
Maruti,Eeco,2015,Hyderabad,90413,Petrol,Manual,First,15.0,1196.0,73.0,7.0,2.95
Volkswagen,Polo,2013,Bangalore,37000,Petrol,Manual,First,16.0,1198.0,73.0,5.0,5.1
Maruti,Wagon,2006,Jaipur,65000,Petrol,Manual,First,18.0,1061.0,67.0,5.0,1.5
Honda,City,2011,Bangalore,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.9
Honda,Civic,2010,Mumbai,86000,Petrol,Manual,First,14.0,1799.0,130.0,5.0,2.9
Honda,City,2005,Pune,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,1.15
Hyundai,i20,2010,Kolkata,18000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,2.3
Hyundai,Grand,2018,Kochi,35070,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.99
Volkswagen,Vento,2011,Pune,42000,Petrol,Automatic,Third,14.0,1598.0,103.0,5.0,3.4
